ax,ay,az,gx,gy,gz,magnitude,timestamp
-0.979,0.022,-0.020,-3.601,3.601,4.028,0.980,1773724757386
-0.990,0.035,-0.027,-4.700,10.803,4.333,0.991,1773724757415
-0.998,0.035,-0.042,-4.333,14.404,0.366,0.999,1773724757479
-1.003,0.026,-0.058,-4.517,14.954,-0.610,1.005,1773724757505
-0.994,0.020,-0.070,-2.747,9.460,2.380,0.997,1773724757535
-1.000,0.027,-0.069,2.014,-1.282,-0.122,1.003,1773724757602
-0.992,0.026,-0.055,5.432,-9.216,1.160,0.994,1773724757626
-0.979,0.030,-0.037,5.127,-8.667,2.686,0.980,1773724757656
-0.997,0.043,-0.024,2.808,-2.747,3.601,0.998,1773724757718
-0.992,0.039,-0.033,-2.625,7.507,-0.610,0.994,1773724757747
-0.972,0.021,-0.066,-6.958,14.221,-1.099,0.975,1773724757777
-0.985,0.018,-0.079,-7.385,9.705,-1.831,0.988,1773724757837
-0.991,0.014,-0.083,-3.540,0.427,-3.418,0.994,1773724757865
-1.012,0.020,-0.064,0.000,-13.184,-3.052,1.014,1773724757895
-0.992,0.013,-0.046,2.991,-19.348,-2.747,0.994,1773724757959
-0.974,0.016,-0.029,2.563,-18.982,-1.160,0.975,1773724757985
-0.997,0.026,-0.010,1.282,-11.536,-2.563,0.997,1773724758015
-0.997,0.022,-0.008,-0.488,0.549,1.160,0.997,1773724758080
-1.017,0.026,-0.019,-4.639,14.343,1.221,1.017,1773724758106
-0.985,0.011,-0.051,-3.357,19.409,2.625,0.986,1773724758138
-0.993,0.023,-0.067,-3.540,20.203,8.850,0.995,1773724758199
-0.981,0.032,-0.082,-0.183,13.550,6.836,0.985,1773724758225
-0.993,0.043,-0.083,-0.977,5.371,5.066,0.997,1773724758284
-0.987,0.046,-0.080,0.671,-5.798,-2.258,0.991,1773724758315
-0.995,0.036,-0.057,1.282,-13.123,-5.920,0.998,1773724758345
-0.993,0.028,-0.044,4.883,-18.738,-9.949,0.995,1773724758375
-0.979,0.015,-0.028,4.089,-16.968,-6.653,0.979,1773724758437
-0.997,0.019,-0.015,5.493,-13.489,-4.578,0.997,1773724758464
-1.009,0.019,-0.009,3.296,-0.488,1.343,1.009,1773724758499
-0.989,0.029,-0.025,0.916,10.193,5.005,0.990,1773724758560
-0.964,0.028,-0.046,1.221,16.602,5.554,0.965,1773724758586
-0.989,0.041,-0.061,-3.052,22.217,6.775,0.992,1773724758619
-0.969,0.045,-0.081,1.770,14.771,1.953,0.974,1773724758646
-0.981,0.045,-0.087,0.732,6.165,-2.197,0.986,1773724758709
-0.992,0.044,-0.086,-3.052,0.122,-6.653,0.997,1773724758735
-0.988,0.042,-0.082,-3.662,-6.836,-8.972,0.992,1773724758766
-1.000,0.036,-0.063,-6.531,-9.583,-11.230,1.002,1773724758826
-1.012,0.028,-0.054,-8.118,-9.644,-13.611,1.013,1773724758857
-1.007,0.010,-0.051,-14.221,-2.747,-12.939,1.009,1773724758886
-0.996,0.000,-0.062,-17.517,4.883,-9.155,0.998,1773724758949
-0.981,-0.003,-0.078,-19.836,9.216,-13.367,0.984,1773724758977
-0.917,-0.029,-0.090,-21.973,18.066,-20.203,0.922,1773724759006
-1.002,-0.011,-0.103,-42.419,47.546,-18.738,1.007,1773724759070
-1.057,-0.010,-0.128,-50.232,61.584,-20.630,1.065,1773724759097
-1.170,0.002,-0.148,-54.932,64.758,-31.128,1.179,1773724759132
-1.084,-0.040,-0.177,-75.989,63.110,-9.277,1.099,1773724759188
-0.955,-0.043,-0.209,-91.553,29.175,39.185,0.979,1773724759216
-1.002,0.044,-0.162,-89.294,-25.208,80.505,1.016,1773724759245
-1.104,0.108,-0.081,-90.576,-72.571,95.886,1.112,1773724759310
-1.086,0.138,-0.034,-100.586,-82.642,99.915,1.095,1773724759367
-1.084,0.172,-0.001,-99.670,-98.267,82.275,1.098,1773724759369
-1.054,0.172,0.029,-96.313,-80.811,44.495,1.069,1773724759427
-0.919,0.147,0.020,-96.619,-48.767,11.292,0.931,1773724759456
-0.906,0.123,0.001,-104.187,-17.395,-18.250,0.915,1773724759486
-0.959,0.105,-0.048,-111.206,5.981,-41.443,0.966,1773724759550
-0.957,0.060,-0.086,-99.487,10.559,-73.059,0.963,1773724759576
-0.901,0.015,-0.122,-112.305,18.250,-75.134,0.910,1773724759605
-0.896,-0.011,-0.134,-110.474,-6.226,-57.922,0.906,1773724759669
-1.013,-0.004,-0.099,-106.201,-12.817,-43.213,1.018,1773724759697
-0.997,-0.015,-0.104,-100.708,-7.324,-22.583,1.002,1773724759726
-0.998,0.043,-0.102,-96.741,-11.658,9.521,1.004,1773724759808
-1.049,0.082,-0.081,-82.581,-29.907,27.527,1.055,1773724759814
-1.028,0.119,-0.070,-60.608,-57.617,27.100,1.038,1773724759845
-0.975,0.128,-0.050,-42.114,-105.652,20.264,0.985,1773724759907
-1.076,0.147,0.017,-28.198,-142.029,16.663,1.087,1773724759935
-1.210,0.156,0.078,-7.385,-170.715,-2.075,1.223,1773724759966
-1.525,0.188,0.129,40.039,-203.247,-27.527,1.542,1773724760055
-1.849,0.078,0.238,113.892,-186.951,19.592,1.866,1773724760119
-1.729,0.012,0.258,185.669,-84.351,149.658,1.748,1773724760146
-1.918,0.134,0.206,177.551,71.655,434.265,1.933,1773724760175
-3.153,0.393,0.168,175.781,193.115,641.968,3.181,1773724760240
-4.000,0.579,0.108,157.532,321.899,759.460,4.043,1773724760266
-3.993,0.638,0.078,146.240,445.068,736.877,4.044,1773724760298
-4.000,0.699,0.008,84.656,529.236,677.124,4.061,1773724760362
-4.000,0.660,-0.038,42.358,617.798,490.723,4.054,1773724760385
-3.633,0.638,-0.219,-5.615,711.975,352.600,3.696,1773724760417
-2.182,0.616,-0.433,-10.071,596.375,90.088,2.309,1773724760481
-1.866,0.434,-0.494,-44.128,385.742,-181.580,1.978,1773724760505
-1.204,0.213,-0.592,-115.417,243.042,-362.244,1.358,1773724760536
-1.387,0.017,-0.418,-143.188,7.141,-376.343,1.448,1773724760599
-1.475,-0.060,-0.311,-210.999,-114.075,-359.314,1.508,1773724760628
-1.279,-0.203,-0.196,-226.562,-186.829,-326.965,1.310,1773724760656
-1.131,-0.259,-0.102,-216.187,-219.482,-178.772,1.165,1773724760720
-1.198,-0.224,-0.005,-168.518,-218.323,-141.357,1.219,1773724760746
-0.862,-0.297,0.023,-141.113,-125.305,-64.697,0.912,1773724760780
-0.926,-0.242,0.054,-45.105,-79.468,-18.860,0.959,1773724760864
-0.906,-0.243,0.043,0.000,-20.752,-3.784,0.939,1773724760866
-0.894,-0.214,-0.023,30.334,71.289,40.833,0.920,1773724760896
-0.943,-0.156,-0.097,62.256,112.305,75.745,0.961,1773724760962
-0.982,-0.088,-0.160,99.182,111.633,80.994,0.999,1773724760985
-0.941,-0.056,-0.205,104.126,104.126,107.117,0.965,1773724761016
-0.990,0.024,-0.230,100.403,64.697,91.797,1.017,1773724761080
-0.803,0.019,-0.249,96.375,8.972,60.913,0.841,1773724761107
-0.857,0.058,-0.199,74.646,-35.828,22.461,0.882,1773724761135
-0.802,0.029,-0.148,61.829,-61.340,-22.034,0.816,1773724761197
-0.869,-0.012,-0.094,58.105,-69.641,-67.566,0.874,1773724761225
-0.817,-0.100,-0.068,45.044,-47.485,-81.116,0.826,1773724761256
-0.996,-0.109,-0.049,40.222,0.977,-70.007,1.004,1773724761318
-1.054,-0.135,-0.051,84.778,9.949,-90.515,1.064,1773724761346
-0.929,-0.208,-0.089,84.412,68.481,-36.194,0.956,1773724761377
-1.030,-0.174,-0.121,136.597,83.984,13.306,1.052,1773724761441
-1.122,-0.080,-0.140,135.315,102.295,62.683,1.133,1773724761466
-1.093,-0.004,-0.156,162.476,92.529,101.318,1.104,1773724761497
-1.041,0.046,-0.147,163.757,72.998,107.910,1.052,1773724761560
-1.025,0.097,-0.131,155.518,48.157,94.360,1.038,1773724761585
-0.985,0.115,-0.106,146.606,35.889,65.002,0.997,1773724761615
-1.011,0.130,-0.081,104.492,56.152,32.654,1.022,1773724761680
-0.761,0.048,-0.086,112.427,47.729,-15.259,0.768,1773724761705
-0.985,0.077,-0.040,107.056,46.936,-39.368,0.988,1773724761737
-0.895,0.007,-0.052,96.497,51.453,-80.872,0.896,1773724761796
-0.903,-0.023,-0.035,141.174,22.278,-81.543,0.904,1773724761827
-1.164,0.023,-0.001,137.451,33.203,-81.665,1.164,1773724761857
-1.067,-0.036,-0.019,123.962,45.044,-63.416,1.067,1773724761920
-1.210,-0.011,-0.011,81.848,72.510,-26.917,1.210,1773724761946
-0.924,-0.061,-0.033,124.268,29.846,-18.921,0.926,1773724761975
-1.159,0.072,0.012,96.313,25.452,10.559,1.161,1773724762040
-1.072,0.064,0.025,123.230,3.540,-10.376,1.074,1773724762064
-1.063,0.065,0.036,98.389,32.959,-0.366,1.066,1773724762099
-1.094,0.095,-0.006,91.675,74.463,-13.062,1.098,1773724762165
-1.287,0.124,-0.026,93.994,86.792,-7.080,1.293,1773724762185
-1.106,0.086,-0.106,81.055,125.549,4.028,1.114,1773724762215
-1.389,0.173,-0.135,91.125,122.253,19.897,1.407,1773724762281
-1.589,0.218,-0.161,82.214,105.713,23.315,1.611,1773724762398
-1.823,0.147,-0.196,-65.002,103.394,170.227,1.839,1773724762400
-2.304,0.282,-0.148,-62.439,47.607,256.897,2.326,1773724762426
-2.724,0.360,-0.070,-42.908,-91.370,301.086,2.748,1773724762490
-3.629,0.428,0.123,-66.895,-306.519,339.478,3.656,1773724762515
-3.868,0.465,0.259,-61.157,-471.558,367.493,3.904,1773724762546
-3.999,0.485,0.569,-37.109,-770.386,290.466,4.068,1773724762609
-4.000,0.453,0.764,-110.291,-871.582,225.403,4.097,1773724762666
-4.000,0.448,0.762,-107.300,-858.887,174.072,4.096,1773724762668
-4.000,0.438,0.661,-73.730,-777.344,81.238,4.078,1773724762729
-3.918,0.389,0.566,-22.461,-677.246,-46.509,3.978,1773724762756
-2.868,0.337,0.500,-28.015,-507.568,-158.081,2.931,1773724762786
-2.126,0.235,0.440,-54.749,-324.524,-246.094,2.184,1773724762851
-1.698,0.158,0.314,-87.463,-167.480,-255.005,1.734,1773724762876
-1.446,0.106,0.229,-93.384,-92.468,-246.216,1.468,1773724762905
-1.254,0.070,0.146,-125.244,-52.307,-201.721,1.265,1773724762971
-1.208,0.045,0.111,-120.056,-54.749,-190.674,1.214,1773724762995
-1.035,-0.003,0.058,-130.249,-53.467,-154.846,1.036,1773724763025
-1.185,0.026,0.056,-152.832,-67.993,-80.383,1.186,1773724763088
-1.053,0.019,0.021,-147.644,-86.792,-44.312,1.053,1773724763119
-1.284,0.109,0.037,-128.845,-114.136,-9.155,1.290,1773724763146
-1.161,0.101,0.041,-100.464,-154.480,-29.907,1.166,1773724763210
-1.214,0.124,0.093,-90.515,-154.846,-24.109,1.224,1773724763239
-1.438,0.183,0.105,-132.141,-108.826,-27.222,1.454,1773724763266
-1.415,0.135,0.071,-88.623,-118.164,-114.624,1.423,1773724763332
-1.408,0.054,0.088,-88.074,-108.643,-151.550,1.412,1773724763357
-1.442,0.021,0.077,-74.402,-96.619,-171.265,1.444,1773724763385
-1.419,-0.049,0.066,-99.365,-29.602,-153.687,1.422,1773724763451
-1.371,-0.075,0.030,-58.105,-23.987,-145.935,1.373,1773724763476
-1.010,-0.159,-0.022,-64.392,-0.977,-54.932,1.022,1773724763505
-1.035,-0.103,-0.036,-52.246,0.854,26.917,1.041,1773724763569
-1.058,-0.001,-0.046,-23.437,-10.132,90.942,1.059,1773724763595
-1.054,0.069,-0.035,-7.874,-32.349,120.544,1.057,1773724763625
-1.109,0.146,-0.022,12.024,-64.148,103.149,1.118,1773724763688
-0.969,0.142,0.002,37.537,-98.816,62.134,0.979,1773724763717
-1.052,0.163,0.048,33.386,-99.304,30.823,1.065,1773724763746
-1.309,0.170,0.088,60.181,-97.168,-36.072,1.323,1773724763808
-1.426,0.103,0.094,90.637,-101.990,-86.060,1.433,1773724763838
-1.566,0.039,0.126,95.825,-90.820,-55.359,1.572,1773724763930
-2.176,0.058,0.214,209.167,-38.696,225.586,2.187,1773724763955
-2.946,0.286,0.178,156.738,67.627,531.677,2.966,1773724764019
-3.867,0.328,0.249,165.405,126.404,709.900,3.889,1773724764046
-4.000,0.612,0.224,67.200,373.779,804.993,4.053,1773724764075
-4.000,0.686,-0.062,-19.409,581.177,674.683,4.059,1773724764138
-4.000,0.600,-0.052,-24.475,711.060,487.793,4.045,1773724764165
-3.999,0.566,-0.251,31.006,806.091,244.385,4.047,1773724764196
-3.134,0.478,-0.373,43.640,659.424,26.123,3.192,1773724764260
-2.581,0.346,-0.409,28.442,491.882,-124.878,2.636,1773724764286
-1.202,0.193,-0.631,2.075,282.043,-210.999,1.371,1773724764315
-0.935,0.061,-0.544,5.615,6.226,-231.323,1.083,1773724764384
-1.300,0.030,-0.264,-65.369,-157.227,-191.956,1.327,1773724764406
-1.114,-0.044,-0.157,-68.481,-237.793,-210.754,1.126,1773724764435
-0.968,-0.100,-0.061,-52.063,-274.719,-157.532,0.975,1773724764497
-1.121,-0.090,0.063,-6.348,-263.367,-125.488,1.126,1773724764527
-0.450,-0.227,0.071,-8.362,-158.386,-62.561,0.509,1773724764555
-0.595,-0.144,0.106,48.706,-78.369,26.367,0.622,1773724764620
-0.396,-0.185,0.104,78.125,28.992,31.189,0.449,1773724764645
-0.791,-0.071,0.058,115.051,129.028,38.757,0.796,1773724764677
-0.732,-0.098,-0.040,171.143,204.163,46.326,0.740,1773724764739
-1.037,-0.007,-0.110,196.411,281.433,72.327,1.043,1773724764769
-1.129,0.054,-0.191,240.295,310.913,94.299,1.146,1773724764803
-1.606,0.184,-0.199,251.221,320.984,127.258,1.629,1773724764887
-1.575,0.263,-0.323,205.627,300.171,23.926,1.629,1773724764947
-1.462,0.246,-0.357,148.987,220.459,-47.791,1.525,1773724764977
-1.419,0.180,-0.356,103.149,120.605,-134.155,1.474,1773724765006
-1.355,0.096,-0.313,90.881,23.071,-179.993,1.394,1773724765102
-1.477,0.047,-0.207,17.761,-13.184,-172.180,1.492,1773724765104
-1.445,0.003,-0.148,8.667,-75.012,-168.030,1.452,1773724765126
-1.347,-0.040,-0.096,-2.441,-103.577,-153.503,1.351,1773724765190
-1.235,-0.070,-0.058,9.766,-120.117,-121.826,1.238,1773724765218
-1.281,-0.073,-0.002,-7.202,-77.515,-51.636,1.283,1773724765277
-0.933,-0.104,-0.038,9.460,-47.668,5.493,0.940,1773724765307
-1.062,-0.012,-0.005,15.930,-14.893,64.087,1.063,1773724765367
-1.144,0.065,-0.011,27.466,17.639,74.402,1.146,1773724765370
-0.972,0.071,-0.061,24.963,44.373,69.885,0.977,1773724765428
-0.997,0.114,-0.097,33.142,41.809,50.110,1.008,1773724765456
-1.103,0.137,-0.104,24.658,25.208,5.493,1.116,1773724765484
-0.873,0.027,-0.144,18.188,5.615,-41.992,0.885,1773724765549
-0.946,0.014,-0.116,23.193,-28.259,-57.068,0.954,1773724765579
-1.008,-0.027,-0.054,18.127,-49.683,-72.266,1.010,1773724765608
-0.901,-0.073,-0.038,-11.047,-41.260,-55.115,0.905,1773724765671
-1.050,-0.065,0.014,21.545,-50.110,-43.579,1.052,1773724765697
-1.074,-0.075,0.032,23.621,-18.555,-16.968,1.077,1773724765726
-1.053,-0.071,0.026,35.889,18.127,29.968,1.056,1773724765787
-1.048,-0.039,0.036,44.006,67.566,104.004,1.050,1773724765819
-1.042,0.047,-0.010,75.134,118.713,173.462,1.043,1773724765848
-1.623,0.201,0.001,90.515,182.495,279.663,1.635,1773724765940
-2.890,0.492,-0.100,134.155,215.271,336.304,2.933,1773724765997
-3.274,0.547,-0.148,101.135,78.186,226.318,3.323,1773724766058
-2.724,0.487,-0.308,-24.231,-98.328,122.192,2.784,1773724766060
-3.516,0.437,-0.013,-108.337,-723.328,29.053,3.543,1773724766119
-4.000,0.428,0.685,-90.881,-1175.476,-91.370,4.081,1773724766145
-4.000,0.341,1.083,-176.453,-1277.222,-167.114,4.158,1773724766175
-4.000,0.370,0.983,-228.516,-1285.339,-78.491,4.135,1773724766205
-4.000,0.380,0.760,-110.840,-1136.047,-100.403,4.089,1773724766267
-4.000,0.372,0.575,26.367,-845.703,-210.449,4.058,1773724766294
-2.859,0.256,0.578,109.985,-522.400,-369.629,2.928,1773724766324
-1.642,0.082,0.440,70.068,-149.536,-430.664,1.702,1773724766389
-1.597,0.040,0.241,38.452,140.381,-396.728,1.616,1773724766416
-1.888,0.052,0.073,8.362,282.715,-348.816,1.891,1773724766445
-1.572,-0.054,-0.040,-82.947,330.688,-342.712,1.573,1773724766511
-1.307,-0.128,-0.140,-103.394,284.302,-260.132,1.321,1773724766536
-1.329,-0.160,-0.220,-134.644,182.434,-140.381,1.357,1773724766565
-0.913,-0.215,-0.309,-213.867,61.462,-17.456,0.987,1773724766628
-1.321,-0.021,-0.153,-182.129,-165.039,212.830,1.330,1773724766655
-1.614,0.152,-0.029,-126.099,-312.134,306.091,1.621,1773724766749
-1.991,0.354,0.146,-13.794,-427.490,162.415,2.028,1773724766776
-1.855,0.346,0.209,29.785,-444.153,-21.179,1.899,1773724766839
-1.767,0.265,0.273,34.424,-403.503,-191.772,1.808,1773724766867
-1.681,0.139,0.305,31.860,-281.128,-322.571,1.714,1773724766897
-1.821,0.013,0.271,41.138,-120.850,-370.972,1.841,1773724766960
-1.828,-0.081,0.216,118.896,5.920,-385.864,1.842,1773724766985
-1.491,-1.249,-0.365,530.396,72.449,-157.593,1.979,1773724767016
-2.229,0.188,-0.354,-248.352,199.097,210.022,2.265,1773724767076
-2.323,0.194,0.078,190.247,52.979,395.447,2.332,1773724767106
-2.428,0.284,0.091,223.938,47.424,463.196,2.446,1773724767137
-2.834,0.403,0.106,162.720,101.746,489.502,2.865,1773724767196
-2.654,0.380,0.127,141.907,203.430,426.208,2.684,1773724767226
-2.920,0.476,0.043,99.182,358.887,410.828,2.958,1773724767255
-3.111,0.417,0.008,146.667,429.626,338.440,3.139,1773724767322
-3.247,0.455,-0.116,103.149,569.336,317.444,3.280,1773724767345
-2.747,0.409,-0.161,307.861,433.655,261.047,2.782,1773724767376
-2.866,0.431,-0.138,173.157,459.290,294.434,2.902,1773724767443
-1.826,0.413,-0.322,154.846,456.299,236.877,1.900,1773724767465
-1.241,0.449,-0.396,203.979,290.100,131.897,1.378,1773724767497
-1.122,0.412,-0.382,140.381,184.998,25.085,1.255,1773724767557
-0.814,0.327,-0.453,49.927,174.438,-93.018,0.988,1773724767587
-0.486,0.181,-0.494,16.846,59.814,-194.885,0.717,1773724767615
-0.900,0.065,-0.332,-36.682,-3.967,-251.526,0.961,1773724767680
-0.847,-0.014,-0.317,-97.961,-33.081,-299.133,0.904,1773724767707
-1.042,-0.113,-0.210,-98.816,-82.092,-323.791,1.069,1773724767735
-1.037,-0.197,-0.176,-115.479,-68.054,-291.016,1.070,1773724767797
-1.098,-0.251,-0.129,-85.327,-81.665,-257.935,1.134,1773724767830
-0.882,-0.320,-0.130,-29.358,-60.669,-209.900,0.948,1773724767856
-0.726,-0.378,-0.126,18.433,-13.855,-97.351,0.828,1773724767919
-1.025,-0.226,-0.111,67.993,30.151,-9.460,1.056,1773724767946
-0.756,-0.211,-0.155,102.783,90.332,72.754,0.800,1773724767976
-1.078,-0.023,-0.171,127.625,134.460,137.695,1.091,1773724768041
-1.218,0.081,-0.193,173.584,136.230,123.901,1.236,1773724768068
-1.103,0.126,-0.238,153.992,156.677,116.333,1.135,1773724768096
-1.325,0.229,-0.257,124.023,148.315,72.449,1.369,1773724768160
-1.145,0.193,-0.300,101.440,114.807,-22.156,1.199,1773724768188
-1.251,0.189,-0.306,35.034,88.989,-75.073,1.301,1773724768216
-1.234,0.091,-0.292,40.283,24.536,-149.353,1.271,1773724768276
-1.318,0.030,-0.226,-0.244,-9.338,-152.893,1.338,1773724768308
-1.315,-0.029,-0.173,-14.221,-29.419,-144.165,1.326,1773724768336
-1.222,-0.065,-0.150,-26.367,-43.396,-97.229,1.233,1773724768400
-1.169,-0.079,-0.108,-5.493,-58.105,-61.462,1.177,1773724768425
-1.133,-0.043,-0.063,-10.925,-44.983,2.502,1.136,1773724768460
-1.143,0.008,-0.041,-2.869,-35.339,56.580,1.143,1773724768517
-1.150,0.060,-0.037,9.888,-34.119,61.035,1.153,1773724768545
